client,server,datasource,graph
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,3,0 0,4,1 0,6,0 0,10,0 0,11,14 0,13,0 0,14,0.869027 3,0,271.811 3,4,270 3,6,279.5 3,10,276.333 3,11,14 3,13,280.333 3,14,275.547 4,0,7.88961 4,6,8.5 4,10,5.33333 4,13,9.33333 4,14,7.89116 6,0,27.2069 6,3,5 6,4,276 6,10,41.4286 6,11,19 6,13,2.8 6,14,36.4309 10,0,21.6099 10,3,0 10,4,271 10,6,6.1 10,11,14 10,13,5.2 10,14,26.9168 11,0,262.114 11,4,256 11,6,264.833 11,10,261.667 11,13,265.667 11,14,263.492 13,0,42.4243 13,3,9 13,4,280 13,6,31.5 13,10,50.8333 13,11,24 13,14,53.4668 14,0,0.0810811 14,3,0 14,4,1 14,6,0 14,10,0 14,11,14 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,3,0 0,4,0 0,6,0.0909091 0,10,0 0,13,73.3333 0,14,0.950185 3,0,439.303 3,4,499 3,6,522.333 3,10,393 3,13,407.2 3,14,475.526 4,0,20.4238 4,6,23.1667 4,10,15.3333 4,13,23 4,14,19.8655 6,0,55.4212 6,3,3 6,4,503 6,10,68.75 6,13,81 6,14,68.5213 10,0,41.5124 10,3,1 10,4,471 10,6,6.1 10,13,78.8333 10,14,46.3888 13,0,10.9286 13,3,7 13,4,30 13,6,9.57143 13,10,12.1667 13,14,11.8005 14,0,0.016317 14,3,0 14,4,0 14,6,0.0909091 14,10,0 14,13,73.3333"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,9,0 0,10,0 0,13,0 0,14,0.0229645 6,0,2.97598 6,9,4.5 6,10,4.6 6,13,2 6,14,3.03189 9,0,3.48315 9,6,4 9,10,1.5 9,14,3.55294 10,0,6.7412 10,6,7.22222 10,9,4.5 10,13,7.5 10,14,6.81641 13,0,7.05 13,6,6.125 13,9,14.5 13,10,8.6 13,14,7.10664 14,0,0 14,6,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,4,0 0,6,0 0,10,0 0,13,12.5 0,14,0.092081 1,0,194.124 1,4,144 1,6,205 1,10,188.667 1,13,195.167 1,14,198.66 4,0,51.9412 4,6,61 4,10,44.6667 4,13,66.4 4,14,57.1766 6,0,9.57106 6,10,6 6,13,12.8 6,14,8.43226 10,0,22.3535 10,1,7 10,4,151 10,6,17.3636 10,13,37.6667 10,14,26.5009 13,0,21.6262 13,4,24 13,6,14.4545 13,10,32.1667 13,14,19.0892 14,0,0.425581 14,1,0 14,4,0 14,6,0 14,10,0 14,13,19.8333"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,10,0 0,13,17.3333 0,14,0.183716 6,0,11.8444 6,10,6.16667 6,13,27 6,14,13.1663 10,0,14.9083 10,6,9.11111 10,13,22 10,14,16.1843 13,0,13.4489 13,6,11.1111 13,10,22.1667 13,14,13.9646 14,0,0.251004 14,6,0 14,10,0 14,13,17.3333"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0.0833333 0,10,0.166667 0,13,0 0,14,0.0179856 4,0,39.6699 4,6,36.9167 4,10,30.8333 4,13,36.3333 4,14,34.9275 6,0,2.30769 6,10,1.8 6,13,1.83333 6,14,2.36832 10,0,5.05459 10,6,5.5 10,13,4.83333 10,14,5.20755 13,0,5.55263 13,6,5.54545 13,10,5.4 13,14,5.34774 14,0,0.00478469 14,4,0 14,6,0 14,10,0.166667 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0.2 0,9,0 0,10,0 0,13,0 0,14,0.0226876 6,0,3.14211 6,9,5 6,10,5.28571 6,13,2 6,14,3.65038 9,0,22.8859 9,6,22.875 9,10,10.8333 9,13,27.25 9,14,18.86 10,0,5.34097 10,6,5.6 10,9,2 10,13,6.6 10,14,4.81149 13,0,8.70811 13,6,8.66667 13,9,14 13,10,13.5714 13,14,10.0292 14,0,0.00498753 14,6,0.2 14,9,0 14,10,0 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0.1 0,9,0 0,10,0 0,13,34.5 0,14,0.114701 4,0,6.58333 4,6,7 4,10,2 4,13,11 4,14,6.13253 6,0,41.1299 6,4,271 6,9,7 6,10,40 6,13,50.8 6,14,37.0571 9,0,88.4556 9,4,296 9,6,55.5714 9,10,55.5 9,13,151.5 9,14,80.6946 10,0,33.1285 10,4,283 10,6,5.22222 10,9,2 10,13,56.2 10,14,26.9964 13,0,13.1163 13,4,24 13,6,10.8 13,9,16 13,10,16.25 13,14,13.0531 14,0,0.637394 14,4,0 14,6,0.1 14,9,0 14,10,0 14,13,34.3333"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,10,0 0,13,0 0,14,0.0188285 6,0,2.52906 6,10,2 6,13,2.6 6,14,2.59623 10,0,7.2542 10,6,7.3 10,13,7.2 10,14,7.32018 13,0,4.63049 13,6,4.66667 13,10,5.8 13,14,4.6506 14,0,0 14,6,0 14,10,0 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0.333333 0,9,0 0,10,0 0,13,0 0,14,0.0164835 6,0,3.36729 6,9,4.5 6,10,3 6,13,1.5 6,14,3.05521 9,0,16.5863 9,6,23 9,10,18.5714 9,13,22.25 9,14,21.1542 10,0,3.36441 10,6,5.625 10,9,1.5 10,13,5.25 10,14,4.0913 13,0,5.30594 13,6,7 13,10,5 13,14,5.58601 14,0,0 14,6,0.333333 14,9,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0 0,10,0.571429 0,13,16.8571 0,14,0.136961 4,0,17.5986 4,6,17.8 4,10,15 4,13,20.3333 4,14,15.9837 6,0,22.0684 6,4,184 6,10,32.4286 6,13,27.4286 6,14,28.7969 10,0,20.0049 10,4,199 10,6,7.6 10,13,27.8571 10,14,23.8233 13,0,10.8172 13,4,34 13,6,9.22222 13,10,12.6667 13,14,12.2144 14,0,0.327273 14,4,0 14,6,0 14,10,0.571429 14,13,16.8571"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,9,0 0,10,0 0,13,0 0,14,0.0167015 6,0,2.77453 6,9,6 6,10,3.5 6,13,1.5 6,14,2.81917 9,0,3.03846 9,6,4 9,10,2 9,14,3.14 10,0,4.58079 10,6,4.88889 10,9,2 10,13,4.75 10,14,4.68565 13,0,6.23798 13,6,6.5 13,9,10 13,10,7.4 13,14,6.28571 14,0,0 14,6,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0 0,9,0 0,10,0 0,13,1 0,14,0.924242 4,0,6.232 4,6,7.2 4,10,6 4,13,7.66667 4,14,6.49194 6,0,40.0184 6,4,290 6,10,59.4 6,13,2.42857 6,14,42.7404 9,0,141.253 9,4,327 9,6,165.364 9,10,151.571 9,13,161.143 9,14,170.397 10,0,21.8883 10,4,296 10,6,3.72727 10,9,5 10,13,5.28571 10,14,26.0942 13,0,57.8776 13,4,282 13,6,31.6 13,10,59.8 13,14,57.8366 14,0,0.066313 14,4,0 14,6,0 14,9,0 14,10,0 14,13,1.14286"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0.0833333 0,9,0 0,10,0 0,11,0 0,13,0 0,14,0.0972447 6,0,2.95906 6,9,5 6,10,3.875 6,11,1 6,13,2.25 6,14,3.19257 9,0,9.86275 9,6,11 9,10,7 9,14,8.39416 10,0,4.64026 10,6,5.8 10,9,3 10,13,4.5 10,14,4.61185 11,0,51.2827 11,6,46.5455 11,9,68 11,10,54.375 11,13,41 11,14,48.4018 13,0,10.9893 13,6,8.77778 13,9,11 13,10,11.4286 13,14,9.26722 14,0,0 14,6,0 14,9,0 14,10,0 14,11,0 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0 0,10,0.2 0,11,0 0,13,72.125 0,14,1.14159 4,0,21.3895 4,6,22.5 4,10,15.3333 4,13,22.3333 4,14,18.4444 6,0,71.2512 6,4,629 6,10,128 6,11,29 6,13,77 6,14,81.1163 10,0,60.2364 10,4,642 10,6,6.72727 10,11,42 10,13,94 10,14,64.4909 11,0,615.984 11,4,600 11,6,622.667 11,10,615.333 11,13,611 11,14,616.972 13,0,7.90306 13,4,22 13,6,7.16667 13,10,9.6 13,11,31 13,14,8.48519 14,0,0 14,4,0 14,6,0 14,10,0.2 14,11,0 14,13,72.125"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,9,0 0,10,0 0,11,0 0,13,0 0,14,0.0208768 6,0,2.70897 6,9,5 6,10,2.6 6,11,3 6,13,2.5 6,14,2.78947 9,0,1 9,14,1.05263 10,0,5.25287 10,6,6.125 10,9,2 10,11,13 10,13,4.5 10,14,5.28606 11,0,13.8875 11,6,12.25 11,9,26 11,10,11.6667 11,13,10 11,14,13.9869 13,0,5.46939 13,6,4.85714 13,9,11 13,10,6.25 13,11,6 13,14,5.512 14,0,0 14,6,0 14,9,0 14,10,0 14,11,0 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,10,0 0,13,0 0,14,0.0116732 6,0,2.82725 6,10,3.4 6,13,1.4 6,14,2.81116 10,0,6.28322 10,6,7 10,13,4.6 10,14,6.34375 13,0,7.44757 13,6,8.5 13,10,9.2 13,14,7.50783 14,0,0 14,6,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,1.08333 0,10,0 0,11,138 0,13,0.166667 0,14,0.0669145 6,0,7.74365 6,10,4 6,11,138 6,13,3.5 6,14,7.5541 10,0,12.2552 10,6,8.4 10,11,180 10,13,6 10,14,11.57 11,0,19.5 11,14,19.7143 13,0,12.9832 13,6,10.7778 13,10,7.6 13,11,191 13,14,12.3836 14,0,0.424312 14,6,1.08333 14,10,0 14,11,151 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,1 0,6,0.0769231 0,10,0.142857 0,11,0 0,13,2.14286 0,14,0.730284 4,0,21.0996 4,6,21.5 4,10,20 4,11,31 4,13,24 4,14,21.0167 6,0,27.9143 6,4,240 6,10,36.1429 6,11,17 6,13,3.83333 6,14,30.8859 10,0,23.2145 10,4,248 10,6,4.83333 10,11,21 10,13,7 10,14,24.0714 11,0,11.0515 11,6,11 11,10,11 11,13,16.5 11,14,10.8859 13,0,38.2866 13,4,223 13,6,24.9231 13,10,39 13,11,19 13,14,38.7971 14,0,0.128358 14,4,1 14,6,0 14,10,0 14,11,0 14,13,2.42857"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,9,0 0,10,0 0,13,0 0,14,0.0183333 6,0,3.34072 6,9,7 6,10,4.375 6,13,2.6 6,14,3.58549 9,0,25.4609 9,6,25.2857 9,10,18 9,13,22 9,14,21.8895 10,0,4.80802 10,6,5.45455 10,9,3 10,13,4.8 10,14,4.80969 13,0,6.94785 13,6,6.3 13,9,13 13,10,9 13,14,7.20663 14,0,0 14,6,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,1 0,6,0 0,7,0 0,10,0 0,13,59.8333 0,14,0.037234 4,0,39.4665 4,6,18.2727 4,7,38 4,10,20.7143 4,13,80.8333 4,14,33.8671 6,0,48.7249 6,4,390 6,7,4 6,10,68 6,13,63 6,14,55.9471 7,0,356.656 7,4,385 7,6,402 7,10,299.75 7,13,386.667 7,14,377.506 10,0,37.0818 10,4,385 10,6,7 10,7,1 10,13,66.3333 10,14,38.3327 13,0,7.70924 13,4,22 13,6,7.6 13,7,8 13,10,9.33333 13,14,8.51731 14,0,0.92629 14,4,0 14,6,0 14,7,0 14,10,0 14,13,59.8333"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,9,0 0,10,0 0,11,0 0,13,0 0,14,0.0180361 6,0,3.71082 6,9,5 6,10,3 6,11,2 6,13,5.25 6,14,3.68182 9,0,0.857143 9,10,1 9,14,0.95 10,0,6.84951 10,6,10.5 10,9,2 10,13,6.25 10,14,6.8557 11,0,28.8163 11,6,30.4444 11,9,53 11,10,32.8 11,13,26.25 11,14,27.7 13,0,5.98498 13,6,3.9 13,9,11 13,10,8.6 13,11,5 13,14,5.93018 14,0,0 14,6,0 14,9,0 14,10,0 14,11,0 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,4,0 0,6,0 0,10,0 0,13,9.83333 0,14,0.144737 1,0,153.946 1,4,158 1,6,173.5 1,10,167.5 1,13,138 1,14,162.353 4,0,12.7115 4,6,14.75 4,10,8.5 4,13,14.5 4,14,12.8358 6,0,16.4282 6,1,0 6,4,158 6,10,28.5 6,13,14.6 6,14,23.9275 10,0,14.5519 10,1,3 10,4,162 10,6,5.2 10,13,18.6 10,14,19.4549 13,0,15.1247 13,1,15 13,4,91 13,6,14.0909 13,10,20.3333 13,14,20.2406 14,0,0.190045 14,1,0 14,4,0 14,6,0 14,10,0 14,13,9.83333"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0.272727 0,7,0 0,9,0 0,10,0 0,13,0 0,14,0.0213523 6,0,2.60902 6,7,4 6,9,4 6,10,1.66667 6,13,2.5 6,14,2.56929 7,0,8.11976 7,6,7 7,9,16 7,10,8.5 7,14,8.15094 9,0,0.357143 9,14,0.384615 10,0,5.16262 10,6,6.36364 10,7,6 10,9,2 10,13,6.25 10,14,5.40966 13,0,11.6787 13,6,7.9 13,7,12 13,9,28 13,10,10.3333 13,14,9.69709 14,0,0 14,6,0 14,7,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,5,0 0,6,0 0,9,0 0,10,0 0,14,0.0209644 5,0,19.8077 5,6,20.5 5,9,18.5 5,10,19.75 5,14,19.8629 6,0,7.46336 6,5,16 6,9,7.8 6,10,8.72727 6,14,7.49095 9,0,4.95169 9,5,9 9,6,4.5 9,10,5 9,14,4.99492 10,0,2.22603 10,5,1 10,6,2.25 10,9,2.4 10,14,2.28058 14,0,0 14,5,0 14,6,0 14,9,0 14,10,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,3,0 0,4,1 0,6,0 0,10,0 0,13,2.42857 0,14,0.577049 1,0,217.184 1,3,0 1,4,202 1,6,222.111 1,10,219.8 1,13,191.167 1,14,219.097 3,0,218.946 3,4,202 3,6,222.111 3,10,219.8 3,13,191.167 3,14,220.505 4,0,18.7729 4,6,19.2222 4,10,17 4,13,21.8 4,14,18.7785 6,0,23.4222 6,1,0 6,3,0 6,4,203 6,10,35.6667 6,13,5.14286 6,14,27.0988 10,0,15.3926 10,1,3 10,3,3 10,4,206 10,6,4.83333 10,13,8.42857 10,14,19.9867 13,0,32.1862 13,1,11 13,3,11 13,4,178 13,6,21.0909 13,10,34 13,14,33.6119 14,0,0.136111 14,1,0 14,3,0 14,4,1 14,6,0 14,10,0 14,13,3.42857"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,5,0 0,6,0 0,7,0 0,9,0 0,10,0 0,13,0 0,14,0.0141129 5,0,20.2266 5,6,20.3333 5,9,32.5 5,10,22.6 5,14,20.2425 6,0,5.41649 6,5,6 6,7,2 6,9,12.5 6,10,3.75 6,13,2 6,14,5.29792 7,0,22.9181 7,5,8 7,6,21.5 7,9,40.5 7,10,25.8333 7,14,23.0619 9,0,2.37931 9,6,3 9,10,3.5 9,14,2.44578 10,0,5.0368 10,5,5 10,6,6 10,7,5 10,9,4 10,13,5 10,14,4.99563 13,0,28.4037 13,5,19 13,6,23.5 13,7,10 13,9,51.5 13,10,32.2857 13,14,28.5588 14,0,0 14,5,0 14,6,0 14,7,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,4,0 0,6,0 0,10,0 0,13,94 0,14,1.10148 1,0,589.781 1,4,585 1,6,599.75 1,10,593.5 1,13,587.333 1,14,595.55 4,0,11.7677 4,6,14.5 4,10,8.5 4,13,14 4,14,11.7581 6,0,70.8942 6,1,4 6,4,590 6,10,100.333 6,13,97 6,14,86.8896 10,0,46.5855 10,1,2 10,4,587 10,6,5.7 10,13,97.6667 10,14,53.3743 13,0,8.45105 13,1,10 13,4,20 13,6,8 13,10,10.2 13,14,9.22943 14,0,0 14,1,0 14,4,0 14,6,0 14,10,0 14,13,94"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0.0909091 0,9,0 0,10,0 0,13,0 0,14,0.0108893 6,0,2.73945 6,9,6 6,10,2 6,13,2 6,14,2.65882 9,0,0.0526316 9,14,0.0555556 10,0,10.25 10,6,11.2727 10,9,3 10,13,7.75 10,14,9.09346 13,0,10.4224 13,6,7.5 13,9,27 13,10,14 13,14,8.97352 14,0,0.00235294 14,6,0.0909091 14,9,0 14,10,0 14,13,0"
192.168.1.149:57136,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0 0,7,0 0,9,0 0,10,0.153846 0,13,0 0,14,0.0453782 4,0,30.4234 4,6,33.2 4,9,26.4 4,10,32.1 4,13,62 4,14,31.7791 6,0,5.80734 6,4,6 6,9,5.8 6,10,6.27273 6,13,4 6,14,6.01093 7,0,32.1873 7,4,9 7,6,35.6667 7,9,36 7,10,38.3636 7,13,72 7,14,36.5088 9,0,5.68548 9,6,6 9,10,5.1 9,13,13 9,14,5.66242 10,0,2.93029 10,4,2 10,6,3.33333 10,7,2 10,9,2.6 10,13,6 10,14,2.93074 13,0,0.3 13,14,0.315789 14,0,0 14,4,0 14,6,0 14,7,0 14,9,0 14,10,0 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,1,0 0,3,0 0,4,1 0,6,0.142857 0,9,0 0,10,0 0,13,59.5 0,14,0.198516 1,0,175.83 1,3,0 1,4,191 1,6,198 1,10,194 1,13,119 1,14,186.721 3,0,179.652 3,4,191 3,6,198 3,10,194 3,13,119 3,14,193.47 4,0,3.87097 4,6,7 4,10,3 4,14,4.06667 6,0,23.8841 6,1,0 6,3,0 6,4,191 6,9,6.33333 6,10,27 6,13,60.5 6,14,32.908 9,0,28.5095 9,1,21 9,3,21 9,4,212 9,6,40 9,10,28.8 9,13,75.5 9,14,40.579 10,0,14.6272 10,1,4 10,3,4 10,4,195 10,6,4.28571 10,9,2 10,13,64 10,14,20.3479 13,0,39.0941 13,1,10 13,3,10 13,4,71 13,6,30 13,10,40.5 13,14,40.943 14,0,0.327189 14,1,0 14,3,0 14,4,0 14,6,0.142857 14,9,0 14,10,0 14,13,59.5"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,6,0 0,10,0 0,13,0 0,14,0.037037 6,0,2.0221 6,10,2.14286 6,13,1.8 6,14,2.20959 10,0,5.04558 10,6,5.15385 10,13,4.6 10,14,5.061 13,0,6.57067 13,6,6.57143 13,10,7.14286 13,14,6.08844 14,0,0 14,6,0 14,10,0 14,13,0"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0 0,9,0 0,10,0.1 0,14,0.0167015 4,0,28.3539 4,6,19.25 4,9,30.5 4,10,30.7 4,14,28.4133 6,0,6.97523 6,9,8 6,10,7.4 6,14,7.00939 9,0,7.42079 9,6,9.33333 9,10,7.22222 9,14,7.47938 10,0,2.33019 10,6,2.66667 10,9,2.25 10,14,2.41032 14,0,0.00199601 14,4,0 14,6,0 14,9,0 14,10,0.1"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,2,0 0,3,0 0,4,0 0,6,0 0,9,0 0,10,0 0,13,412.2 0,14,0.014733 2,0,2033.44 2,3,0 2,4,2083 2,6,2101.2 2,10,2097.67 2,13,2093.5 2,14,2077.1 3,0,2084.24 3,4,2083 3,6,2100.6 3,10,2097.67 3,13,2093.25 3,14,2098.45 4,0,16.5362 4,6,17.2 4,10,14.3333 4,13,20 4,14,16.6326 6,0,223.875 6,2,0 6,3,0 6,4,2083 6,9,2.5 6,10,301.429 6,13,414 6,14,273.252 9,0,836.012 9,2,29 9,3,29 9,4,2113 9,6,1191.22 9,10,916.143 9,13,1700.6 9,14,1176.12 10,0,170.079 10,2,4 10,3,5 10,4,2088 10,6,5.88889 10,9,2 10,13,417.8 10,14,184.994 13,0,9.5256 13,2,16 13,3,17 13,4,21 13,6,10.1429 13,10,11.25 13,14,9.67312 14,0,4.84382 14,2,0 14,3,0 14,4,0 14,6,0 14,9,0 14,10,0 14,13,412.2"
192.168.1.149:57102,130.206.193.109:443,C:\Users\macie\Downloads\pcap_video.tar\pcap_video\pcap\video_180s1080p_01.pcap,"0,4,0 0,6,0 0,9,0 0,10,0 0,13,0 0,14,0.0230769 4,0,6.35514 4,6,3 4,9,7 4,10,6.66667 4,14,6.47059 6,0,3.18847 6,4,7 6,9,4 6,10,2.57143 6,13,2 6,14,3.06445 9,0,2.61905 9,10,3 9,14,2.70732 10,0,6.32118 10,4,5 10,6,7.4 10,9,1 10,13,8.66667 10,14,6.16939 13,0,13.1899 13,4,21 13,6,9 13,9,29 13,10,18.5 13,14,12.3206 14,0,0 14,4,0 14,6,0 14,9,0 14,10,0 14,13,0"
